Date	predicted_sell_prices	prices	returns
2019-01-02	NaN	3.569999933242798	0.0
2019-01-03	NaN	3.559999942779541	0.0
2019-01-04	NaN	3.5399999618530273	0.0
2019-01-07	NaN	3.549999952316284	0.0
2019-01-08	NaN	3.5199999809265137	0.0
2019-01-09	NaN	3.5799999237060547	0.0
2019-01-10	NaN	3.6700000762939453	0.0
2019-01-11	NaN	3.6500000953674316	0.0
2019-01-14	NaN	3.680000066757202	0.0
2019-01-15	NaN	3.700000047683716	0.0
2019-01-16	NaN	3.7799999713897705	0.0
2019-01-17	NaN	3.7799999713897705	0.0
2019-01-18	NaN	3.7899999618530273	0.0
2019-01-22	NaN	3.799999952316284	0.0
2019-01-23	NaN	3.7300000190734863	0.0
2019-01-24	NaN	3.75	0.0
2019-01-25	NaN	3.940000057220459	0.0
2019-01-28	NaN	3.9000000953674316	0.0
2019-01-29	NaN	3.8499999046325684	0.0
2019-01-30	NaN	3.9100000858306885	0.0
2019-01-31	NaN	3.9600000381469727	0.0
2019-02-01	NaN	3.9800000190734863	0.0
2019-02-04	NaN	3.930000066757202	0.0
2019-02-05	NaN	3.930000066757202	0.0
2019-02-06	NaN	4.019999980926514	0.0
2019-02-07	NaN	4.059999942779541	0.0
2019-02-08	NaN	4.0	0.0
2019-02-11	NaN	3.880000114440918	0.0
2019-02-12	NaN	3.890000104904175	0.0
2019-02-13	NaN	3.8499999046325684	0.0
2019-02-14	3.861891746520996	3.759999990463257	1.2997865676879883
2019-02-15	3.7949864864349365	3.809999942779541	1.2997865676879883
2019-02-19	3.8065242767333984	3.7899999618530273	3.6444544792175293
2019-02-20	3.793492555618286	3.880000114440918	3.6444544792175293
2019-02-21	3.856584072113037	3.8499999046325684	4.653418064117432
2019-02-22	3.852980613708496	3.890000104904175	4.653418064117432
2019-02-25	3.8835155963897705	3.940000057220459	4.653418064117432
2019-02-26	3.922414779663086	4.050000190734863	4.653418064117432
2019-02-27	4.01192569732666	4.079999923706055	4.653418064117432
2019-02-28	4.060869216918945	4.010000228881836	5.122160911560059
2019-03-01	4.030641078948975	4.03000020980835	5.122160911560059
2019-03-04	4.032455921173096	4.079999923706055	5.122160911560059
2019-03-05	4.062487602233887	4.079999923706055	5.122160911560059
2019-03-06	4.074706554412842	4.090000152587891	5.122160911560059
2019-03-07	4.086178302764893	4.03000020980835	4.844015836715698
2019-03-08	4.046274662017822	4.019999980926514	5.311518907546997
2019-03-11	4.0285749435424805	4.039999961853027	5.311518907546997
2019-03-12	4.0340399742126465	4.039999961853027	5.311518907546997
2019-03-13	4.037970066070557	4.010000228881836	5.780261754989624
2019-03-14	4.019256114959717	4.03000020980835	5.780261754989624
2019-03-15	4.0271897315979	4.019999980926514	6.496530771255493
2019-03-18	4.021965026855469	4.050000190734863	6.496530771255493
2019-03-19	4.0435872077941895	4.03000020980835	5.970251560211182
2019-03-20	4.035391807556152	4.010000228881836	6.438994407653809
2019-03-21	4.019997596740723	4.03000020980835	6.438994407653809
2019-03-22	4.027729034423828	4.199999809265137	6.438994407653809
2019-03-25	4.146626949310303	4.170000076293945	6.438994407653809
2019-03-26	4.162917137145996	4.300000190734863	6.438994407653809
2019-03-27	4.262958526611328	4.429999828338623	6.438994407653809
2019-03-28	4.374887943267822	4.239999771118164	8.295786380767822
2019-03-29	4.284420967102051	4.320000171661377	8.295786380767822
2019-04-01	4.3136091232299805	4.440000057220459	8.295786380767822
2019-04-02	4.392927169799805	4.510000228881836	8.295786380767822
2019-04-03	4.473140716552734	4.53000020980835	8.295786380767822
2019-04-04	4.513401508331299	4.559999942779541	8.295786380767822
2019-04-05	4.545004367828369	4.630000114440918	8.295786380767822
2019-04-08	4.601330280303955	4.559999942779541	8.704376220703125
2019-04-09	4.570591449737549	4.579999923706055	8.704376220703125
2019-04-10	4.57681941986084	4.559999942779541	8.674377202987671
2019-04-11	4.560396194458008	4.559999942779541	8.674377202987671
2019-04-12	4.5599822998046875	4.5	9.088820219039917
2019-04-15	4.516805171966553	4.519999980926514	9.088820219039917
2019-04-16	4.519508361816406	4.539999961853027	9.088820219039917
2019-04-17	4.53254508972168	4.730000019073486	9.088820219039917
2019-04-18	4.66695499420166	4.769999980926514	9.088820219039917
2019-04-22	4.735844612121582	4.690000057220459	11.191004514694214
2019-04-23	4.70968770980835	4.789999961853027	11.191004514694214
2019-04-24	4.76658296585083	4.71999979019165	10.737276077270508
2019-04-25	4.731329441070557	4.699999809265137	9.43068265914917
2019-04-26	4.713748931884766	4.639999866485596	8.969646692276001
2019-04-29	4.662230491638184	4.619999885559082	6.342250108718872
2019-04-30	4.633648872375488	4.5	8.312243223190308
2019-05-01	4.541529178619385	4.590000152587891	8.312243223190308
2019-05-02	4.5763840675354	4.53000020980835	10.268980264663696
2019-05-03	4.541593551635742	4.619999885559082	10.268980264663696
2019-05-06	4.59940767288208	4.539999961853027	10.459250211715698
2019-05-07	4.557166576385498	4.550000190734863	7.352322340011597
2019-05-08	4.556997776031494	4.409999847412109	6.642055511474609
2019-05-09	4.45705509185791	4.380000114440918	5.4705023765563965
2019-05-10	4.4094390869140625	4.329999923706055	3.131037950515747
2019-05-13	4.35427188873291	4.230000019073486	3.101038932800293
2019-05-14	4.273480415344238	4.230000019073486	4.725885391235352
2019-05-15	4.247391223907471	4.300000190734863	4.725885391235352
2019-05-16	4.284937858581543	4.329999923706055	4.725885391235352
2019-05-17	4.3191680908203125	4.150000095367432	1.322394609451294
2019-05-20	4.208906650543213	4.010000228881836	1.043015718460083
2019-05-21	4.078178882598877	4.0	-0.7369816303253174
2019-05-22	4.025318145751953	3.930000066757202	-7.382756471633911
2019-05-23	3.960777521133423	3.6700000762939453	-7.957714796066284
2019-05-24	3.7683498859405518	3.6500000953674316	-6.617861986160278
2019-05-28	3.6937525272369385	3.700000047683716	-6.617861986160278
2019-05-29	3.6976494789123535	3.6700000762939453	-5.285471677780151
2019-05-30	3.6839637756347656	3.7200000286102295	-5.285471677780151
2019-05-31	3.7166590690612793	3.7200000286102295	-5.285471677780151
2019-06-03	3.7233083248138428	3.7300000190734863	-5.285471677780151
2019-06-04	3.734177350997925	3.7200000286102295	-4.509025812149048
2019-06-05	3.7293145656585693	3.75	-4.509025812149048
2019-06-06	3.749492883682251	3.680000066757202	-5.625981092453003
2019-06-07	3.7070131301879883	3.640000104904175	-3.458184003829956
2019-06-10	3.666590929031372	3.7200000286102295	-3.458184003829956
2019-06-11	3.7045812606811523	3.7699999809265137	-3.458184003829956
2019-06-12	3.7508723735809326	3.799999952316284	-3.458184003829956
2019-06-13	3.788912534713745	3.75	-5.088180303573608
2019-06-14	3.76328182220459	3.690000057220459	-6.744194030761719
2019-06-17	3.7146263122558594	3.630000114440918	-7.049679756164551
2019-06-18	3.6567134857177734	3.619999885559082	0.6551265716552734
2019-06-19	3.6313211917877197	3.9000000953674316	0.6551265716552734
2019-06-20	3.8152835369110107	3.990000009536743	0.6551265716552734
2019-06-21	3.933148145675659	3.9800000190734863	0.6551265716552734
2019-06-24	3.973031997680664	3.9700000286102295	0.12134909629821777
2019-06-25	3.973140001296997	3.950000047683716	-3.19979190826416
2019-06-26	3.956662893295288	3.819999933242798	0.9586930274963379
2019-06-27	3.8619437217712402	3.9800000190734863	0.9586930274963379
2019-06-28	3.9424102306365967	3.9700000286102295	0.9586930274963379
2019-07-01	3.955928325653076	4.269999980926514	0.9586930274963379
2019-07-02	4.1758575439453125	4.159999847412109	1.6498446464538574
2019-07-03	4.161233901977539	4.190000057220459	1.6498446464538574
2019-07-05	4.189043045043945	4.21999979019165	1.6498446464538574
2019-07-08	4.203969478607178	4.130000114440918	-0.5593359470367432
2019-07-09	4.150905132293701	4.039999961853027	3.8661062717437744
2019-07-10	4.073884963989258	4.21999979019165	3.8661062717437744
2019-07-11	4.172317028045654	4.320000171661377	3.8661062717437744
2019-07-12	4.269578456878662	4.269999980926514	3.8661062717437744
2019-07-15	4.2739434242248535	4.360000133514404	3.8661062717437744
2019-07-16	4.335278511047363	4.360000133514404	3.8661062717437744
2019-07-17	4.348392486572266	4.21999979019165	4.547005891799927
2019-07-18	4.260439872741699	4.25	8.987587690353394
2019-07-19	4.253786087036133	4.440000057220459	8.987587690353394
2019-07-22	4.3759446144104	4.429999828338623	8.987587690353394
2019-07-23	4.41384744644165	4.519999980926514	8.987587690353394
2019-07-24	4.491739273071289	4.510000228881836	8.987587690353394
2019-07-25	4.502505302429199	4.53000020980835	8.987587690353394
2019-07-26	4.523505687713623	4.429999828338623	8.731859922409058
2019-07-29	4.457282543182373	4.420000076293945	6.891906261444092
2019-07-30	4.431119441986084	4.340000152587891	8.705222606658936
2019-07-31	4.365952491760254	4.420000076293945	8.705222606658936
2019-08-01	4.404435634613037	4.460000038146973	8.705222606658936
2019-08-02	4.439729690551758	4.300000190734863	7.047313451766968
2019-08-05	4.347326278686523	4.230000019073486	10.326999425888062
2019-08-06	4.270779609680176	4.369999885559082	10.326999425888062
2019-08-07	4.3347859382629395	4.360000133514404	10.326999425888062
2019-08-08	4.349740982055664	4.400000095367432	10.326999425888062
2019-08-09	4.391046524047852	4.420000076293945	10.326999425888062
2019-08-12	4.4119954109191895	4.289999961853027	8.665293455123901
2019-08-13	4.332030773162842	4.21999979019165	9.583169221878052
2019-08-14	4.259556770324707	4.260000228881836	9.583169221878052
2019-08-15	4.2596659660339355	4.179999828338623	10.270875692367554
2019-08-16	4.205086708068848	4.210000038146973	10.270875692367554
2019-08-19	4.213085174560547	4.349999904632568	10.270875692367554
2019-08-20	4.306186676025391	4.389999866485596	10.270875692367554
2019-08-21	4.365925312042236	4.409999847412109	10.270875692367554
2019-08-22	4.402307033538818	4.440000057220459	10.270875692367554
2019-08-23	4.429416656494141	4.480000019073486	10.270875692367554
2019-08-26	4.46416711807251	4.309999942779541	10.472899675369263
2019-08-27	4.3603363037109375	4.320000171661377	11.600297689437866
2019-08-28	4.336489200592041	4.369999885559082	11.600297689437866
2019-08-29	4.355997562408447	4.409999847412109	11.600297689437866
2019-08-30	4.394784927368164	4.480000019073486	11.600297689437866
2019-09-03	4.454636096954346	4.369999885559082	14.773958921432495
2019-09-04	4.396933078765869	4.510000228881836	14.773958921432495
2019-09-05	4.477599143981934	4.550000190734863	14.773958921432495
2019-09-06	4.521765232086182	4.599999904632568	14.773958921432495
2019-09-09	4.578541278839111	4.570000171661377	11.242860555648804
2019-09-10	4.57366418838501	4.409999847412109	12.573403120040894
2019-09-11	4.46360445022583	4.46999979019165	12.573403120040894
2019-09-12	4.4691667556762695	4.599999904632568	12.573403120040894
2019-09-13	4.55457878112793	4.610000133514404	12.573403120040894
2019-09-16	4.594409465789795	4.650000095367432	12.573403120040894
2019-09-17	4.635318279266357	4.659999847412109	12.573403120040894
2019-09-18	4.6513166427612305	4.639999866485596	12.32789158821106
2019-09-19	4.644209861755371	4.630000114440918	12.513858079910278
2019-09-20	4.634740829467773	4.639999866485596	12.513858079910278
2019-09-23	4.638203144073486	4.449999809265137	15.629929304122925
2019-09-24	4.508265495300293	4.590000152587891	15.629929304122925
2019-09-25	4.567508220672607	4.489999771118164	15.822643041610718
2019-09-26	4.509066581726074	4.5	17.570418119430542
2019-09-27	4.510095596313477	4.579999923706055	17.570418119430542
2019-09-30	4.556500434875488	4.489999771118164	20.6584632396698
2019-10-01	4.510720729827881	4.630000114440918	20.6584632396698
2019-10-02	4.596671104431152	4.590000152587891	21.282047033309937
2019-10-03	4.590160369873047	4.619999885559082	21.282047033309937
2019-10-04	4.616848945617676	4.650000095367432	21.282047033309937
2019-10-07	4.639881134033203	4.690000057220459	21.282047033309937
2019-10-08	4.676535606384277	4.739999771118164	21.282047033309937
2019-10-09	4.7217631340026855	4.690000057220459	23.17102551460266
2019-10-10	4.701694488525391	4.78000020980835	23.17102551460266
2019-10-11	4.7581257820129395	4.820000171661377	23.17102551460266
2019-10-14	4.797061443328857	4.900000095367432	23.17102551460266
2019-10-15	4.8702216148376465	4.960000038146973	23.17102551460266
2019-10-16	4.930810451507568	4.949999809265137	23.17102551460266
2019-10-17	4.944342613220215	5.010000228881836	23.17102551460266
2019-10-18	4.9901580810546875	5.010000228881836	23.17102551460266
2019-10-21	5.000654697418213	5.019999980926514	23.17102551460266
2019-10-22	5.014820098876953	5.050000190734863	23.17102551460266
2019-10-23	5.037129878997803	5.039999961853027	23.17102551460266
2019-10-24	5.037700176239014	5.099999904632568	23.17102551460266
2019-10-25	5.08006477355957	5.110000133514404	23.17102551460266
2019-10-28	5.098596572875977	5.110000133514404	23.17102551460266
2019-10-29	5.1071953773498535	5.070000171661377	24.521690607070923
2019-10-30	5.080420017242432	5.139999866485596	24.521690607070923
2019-10-31	5.1209869384765625	5.130000114440918	24.521690607070923
2019-11-01	5.124911308288574	5.159999847412109	24.521690607070923
2019-11-04	5.151285648345947	5.25	24.521690607070923
2019-11-05	5.218644142150879	5.230000019073486	24.521690607070923
2019-11-06	5.226358890533447	5.199999809265137	24.107074737548828
2019-11-07	5.211392402648926	5.179999828338623	23.88402819633484
2019-11-08	5.189611434936523	5.170000076293945	22.886908054351807
2019-11-11	5.175763130187988	5.119999885559082	22.466284036636353
2019-11-12	5.137785911560059	5.099999904632568	22.4362850189209
2019-11-13	5.112818241119385	5.099999904632568	22.406286001205444
2019-11-14	5.10426664352417	5.099999904632568	22.768431901931763
2019-11-15	5.102397918701172	5.119999885559082	22.768431901931763
2019-11-18	5.1160807609558105	5.199999809265137	22.768431901931763
2019-11-19	5.1745452880859375	5.150000095367432	23.12677502632141
2019-11-20	5.159346580505371	5.170000076293945	23.12677502632141
2019-11-21	5.170846462249756	5.079999923706055	21.915674209594727
2019-11-22	5.10862398147583	5.019999980926514	20.69045901298523
2019-11-25	5.052077770233154	4.960000038146973	20.86206078529358
2019-11-26	4.9895548820495605	4.96999979019165	22.240513563156128
2019-11-27	4.977769374847412	5.039999961853027	22.240513563156128
2019-11-29	5.021439075469971	4.929999828338623	21.601998805999756
2019-12-02	4.961358070373535	4.900000095367432	20.755672454833984
2019-12-03	4.92489767074585	4.860000133514404	20.9314227104187
2019-12-04	4.880066394805908	4.869999885559082	22.544121742248535
2019-12-05	4.875687599182129	4.949999809265137	22.544121742248535
2019-12-06	4.928446292877197	5.150000095367432	22.544121742248535
2019-12-09	5.082882881164551	5.199999809265137	22.544121742248535
2019-12-10	5.166828632354736	5.139999866485596	24.26508665084839
2019-12-11	5.155749320983887	5.230000019073486	24.26508665084839
2019-12-12	5.21023416519165	5.46999979019165	24.26508665084839
2019-12-13	5.38593053817749	5.699999809265137	24.26508665084839
2019-12-16	5.600773811340332	5.590000152587891	24.235087633132935
2019-12-17	5.596091270446777	5.590000152587891	25.457316637039185
2019-12-18	5.596858501434326	5.659999847412109	25.457316637039185
2019-12-19	5.634317874908447	5.639999866485596	25.457316637039185
2019-12-20	5.633924961090088	5.599999904632568	26.14160180091858
2019-12-23	5.609127998352051	5.639999866485596	26.14160180091858
2019-12-24	5.625889778137207	5.590000152587891	25.217145681381226
2019-12-26	5.595909118652344	5.539999961853027	26.450687646865845
2019-12-27	NaN	5.610000133514404	26.450687646865845
2019-12-30	NaN	5.590000152587891	26.450687646865845
